Date,Time,"Core VIDs (avg) [V]","Core 0 VID [V]","Core 1 VID [V]","Core 2 VID [V]","Core 3 VID [V]","CPU (Tctl/Tdie) [°C]","CPU SOC [°C]","APU GFX [°C]","Core Temperatures (avg) [°C]","Core0 [°C]","Core1 [°C]","Core2 [°C]","Core3 [°C]","L3 Cache [°C]","CPU Core Voltage (SVI2 TFN) [V]","SoC Voltage (SVI2 TFN) [V]","CPU Core VID (Effective) [V]","CPU Core Current (SVI2 TFN) [A]","SoC Current (SVI2 TFN) [A]","CPU TDC [A]","CPU Package Power [W]","Core Powers (avg) [W]","Core 0 Power [W]","Core 1 Power [W]","Core 2 Power [W]","Core 3 Power [W]","CPU Core Power (SVI2 TFN) [W]","CPU SoC Power (SVI2 TFN) [W]","Core+SoC Power (SVI2 TFN) [W]","APU STAPM [W]","Motherboard [°C]","CPU [°C]","AUXTIN2 [°C]","CPU (PECI) [°C]","Vcore [V]","VIN1 [V]","+3.3V (AVCC) [V]","+3.3V (3VCC) [V]","+12V [V]","VCOREREFIN [V]","VIN4 [V]","3VSB [V]","VBAT [V]","VIN5 [V]","VIN6 [V]","+5V [V]","VIN3 [V]","VIN7 [V]","CPU1 [RPM]","Drive Airflow Temperature [°C]","Drive Temperature [°C]","GPU Temperature [°C]","GPU Core Voltage (VDDCR_GFX) [V]",
7.11.2025,18:20:56.922,1.312,1.363,1.188,1.350,1.350,52.6,47.4,44.2,48.1,46.8,50.8,47.4,47.3,47.9,1.298,1.088,1.387,11.167,4.926,10.174,10.194,1.427,1.517,2.302,1.014,0.875,14.692,5.358,20.049,12.507,37.0,43.6,24.0,40.0,1.360,0.392,3.376,3.376,12.091,1.088,0.312,3.408,3.232,0.224,1.032,5.088,1.032,1.784,1607,40,38,43.0,0.727,
7.11.2025,18:21:56.919,1.102,1.406,1.000,1.000,1.000,43.6,43.9,41.2,41.3,41.3,41.0,41.7,41.0,41.5,0.739,1.090,1.406,2.752,4.173,2.886,4.198,0.111,0.169,0.107,0.084,0.083,2.878,4.549,7.427,11.904,37.0,43.6,24.0,40.0,0.320,0.376,3.392,3.392,12.091,1.096,0.312,3.408,3.232,0.224,1.040,5.112,1.032,1.784,1636,40,37,40.0,0.727,
7.11.2025,18:22:56.928,1.138,1.438,1.038,1.038,1.038,44.5,44.6,41.5,42.2,42.3,42.0,42.7,41.8,42.8,0.963,1.089,1.469,4.936,4.550,4.929,5.801,0.397,0.580,0.346,0.386,0.276,5.656,4.957,10.613,11.555,37.0,44.5,24.0,40.0,0.704,0.376,3.392,3.392,12.091,1.096,0.312,3.408,3.232,0.224,1.040,5.112,1.032,1.784,1609,40,37,41.0,0.722,
7.11.2025,18:23:56.950,1.419,1.438,1.406,1.400,1.431,43.0,42.8,40.0,40.3,40.4,40.2,40.8,39.9,40.3,0.738,1.091,1.456,2.562,4.090,2.564,4.042,0.069,0.102,0.055,0.053,0.065,2.603,4.461,7.064,11.295,37.0,42.2,24.0,40.0,0.720,0.360,3.392,3.392,12.091,1.088,0.312,3.408,3.232,0.224,1.032,5.112,1.032,1.784,1607,40,37,37.0,0.723,
7.11.2025,18:24:56.960,1.228,1.262,1.000,1.262,1.387,42.2,41.8,39.1,39.3,39.4,39.3,39.8,38.9,39.4,0.736,1.091,1.463,2.516,4.087,2.524,4.009,0.059,0.082,0.046,0.049,0.059,2.533,4.458,6.991,10.275,37.0,42.5,24.0,40.0,0.544,0.360,3.392,3.392,12.091,1.096,0.312,3.408,3.232,0.224,1.040,5.112,1.032,1.784,1605,40,37,37.0,0.723,
7.11.2025,18:25:56.975,1.109,1.013,1.013,1.013,1.400,42.5,41.4,38.7,38.9,38.9,38.8,39.3,38.4,38.9,0.739,1.091,1.469,2.528,4.090,2.524,4.021,0.061,0.088,0.049,0.053,0.053,2.552,4.461,7.013,9.741,37.0,42.8,24.0,40.0,0.752,0.384,3.392,3.392,12.091,1.096,0.312,3.408,3.232,0.224,1.040,5.112,1.032,1.784,1605,40,37,37.0,0.723,
7.11.2025,18:26:56.981,1.058,1.000,0.812,1.019,1.400,42.8,41.4,38.6,38.9,38.9,38.9,39.3,38.5,39.0,0.751,1.091,1.450,2.873,4.104,2.872,4.261,0.132,0.197,0.089,0.106,0.135,3.064,4.477,7.541,9.449,37.0,41.5,24.0,40.0,0.688,0.384,3.392,3.392,12.091,1.096,0.312,3.408,3.232,0.224,1.040,5.112,1.032,1.784,1636,40,37,39.0,0.723,
7.11.2025,18:27:56.990,0.869,1.000,0.825,0.825,0.825,52.0,41.5,38.7,39.0,39.1,39.0,39.3,38.5,39.1,0.769,1.091,1.463,2.839,4.109,2.840,4.240,0.108,0.194,0.088,0.069,0.081,2.977,4.482,7.459,9.705,37.0,41.4,24.0,40.0,0.560,0.384,3.392,3.392,12.091,1.096,0.312,3.408,3.232,0.224,1.032,5.088,1.032,1.784,1612,40,37,36.0,0.723,
7.11.2025,18:28:57.005,1.069,0.812,0.812,0.812,0.812,41.4,41.1,38.4,38.4,38.4,38.4,38.8,37.9,38.5,0.731,1.091,1.469,2.491,4.081,2.490,3.990,0.058,0.083,0.048,0.044,0.059,2.505,4.451,6.956,9.409,37.0,41.1,24.0,40.0,0.656,0.384,3.392,3.392,12.091,1.088,0.312,3.408,3.232,0.224,1.040,5.112,1.032,1.784,1607,40,37,36.0,0.723,
7.11.2025,18:29:57.017,0.812,1.000,0.812,0.812,1.013,41.1,40.9,38.2,38.2,38.2,38.2,38.6,37.7,38.3,0.727,1.091,1.469,2.466,4.076,2.472,3.969,0.058,0.095,0.045,0.046,0.047,2.469,4.446,6.915,9.217,37.0,41.2,24.0,40.0,0.688,0.360,3.392,3.392,12.091,1.096,0.312,3.408,3.232,0.224,1.032,5.112,1.032,1.784,1609,40,37,36.0,0.723,
7.11.2025,18:30:57.016,0.909,0.812,0.812,0.812,0.812,41.2,40.9,38.3,38.1,38.1,38.1,38.4,37.7,38.3,0.724,1.091,1.469,2.464,4.081,2.466,3.971,0.058,0.087,0.046,0.044,0.056,2.477,4.451,6.927,9.111,37.0,41.1,24.0,40.0,0.672,0.360,3.392,3.376,12.091,1.088,0.312,3.408,3.232,0.224,1.032,5.112,1.032,1.784,1607,40,37,36.0,0.723,
7.11.2025,18:31:57.032,1.202,1.400,1.000,1.031,1.375,41.5,40.9,38.3,38.2,38.1,38.2,38.5,37.8,38.3,0.736,1.091,1.406,2.534,4.084,2.535,4.019,0.062,0.086,0.045,0.051,0.064,2.560,4.455,7.014,9.051,37.0,41.5,24.0,40.0,0.384,0.376,3.392,3.392,12.091,1.088,0.312,3.408,3.232,0.224,1.032,5.112,1.032,1.784,1605,40,37,37.0,0.723,
7.11.2025,18:32:57.037,1.330,1.438,1.438,1.013,1.431,41.2,41.1,38.4,38.4,38.3,38.4,38.7,38.2,38.6,0.765,1.091,1.438,2.829,4.092,2.830,4.232,0.098,0.106,0.065,0.079,0.142,2.986,4.464,7.450,9.188,37.0,41.2,24.0,40.0,0.624,0.376,3.392,3.392,12.091,1.088,0.312,3.408,3.232,0.224,1.032,5.112,1.032,1.784,1607,40,37,39.0,0.723,
7.11.2025,18:33:57.047,1.320,1.013,1.438,1.394,1.438,41.5,40.9,38.3,38.1,38.1,38.1,38.4,37.7,38.3,0.728,1.091,1.413,2.469,4.069,2.467,3.969,0.058,0.093,0.046,0.047,0.047,2.475,4.438,6.913,9.185,37.0,41.5,24.0,40.0,0.784,0.384,3.392,3.392,12.091,1.088,0.312,3.408,3.216,0.224,1.032,5.088,1.032,1.784,1607,40,37,37.0,0.723,
7.11.2025,18:34:57.036,1.320,1.013,1.438,1.394,1.438,41.5,40.9,38.3,38.1,38.1,38.1,38.4,37.7,38.3,0.728,1.091,1.413,2.469,4.069,2.467,3.969,0.058,0.093,0.046,0.047,0.047,2.475,4.438,6.913,9.185,37.0,41.5,24.0,40.0,0.672,0.384,3.392,3.392,12.091,1.096,0.312,3.408,3.232,0.224,1.032,5.112,1.032,1.784,1634,40,37,36.0,0.723,
7.11.2025,18:35:57.046,1.087,1.387,0.988,0.988,0.988,41.5,40.9,38.3,38.0,38.0,38.0,38.3,37.7,38.3,0.732,1.091,1.400,2.493,4.072,2.504,3.991,0.063,0.103,0.047,0.049,0.055,2.516,4.442,6.958,9.100,37.0,41.2,24.0,40.0,0.992,0.384,3.392,3.392,12.091,1.088,0.312,3.408,3.232,0.224,1.040,5.112,1.032,1.784,1607,40,37,36.0,0.723,
7.11.2025,18:36:57.048,1.314,1.369,1.438,1.438,1.013,41.2,40.9,38.2,38.0,38.0,38.0,38.4,37.7,38.3,0.730,1.091,1.463,2.496,4.072,2.486,3.989,0.063,0.110,0.050,0.042,0.052,2.513,4.441,6.954,9.046,37.0,41.2,24.0,40.0,0.992,0.384,3.392,3.392,12.091,1.088,0.312,3.408,3.232,0.224,1.040,5.112,1.032,1.784,1607,40,37,36.0,0.723,
7.11.2025,18:37:57.047,1.094,1.000,1.000,1.375,1.000,41.2,41.0,38.3,38.2,38.2,38.2,38.5,37.8,38.4,0.743,1.091,1.413,2.597,4.089,2.598,4.067,0.074,0.120,0.054,0.053,0.068,2.651,4.460,7.112,9.094,37.0,41.2,24.0,40.0,0.752,0.384,3.392,3.392,12.091,1.096,0.312,3.408,3.232,0.224,1.040,5.112,1.032,1.784,1638,40,37,36.0,0.723,
7.11.2025,18:38:57.038,1.325,1.419,1.456,1.013,1.413,50.8,40.9,38.3,37.9,37.9,37.9,38.3,37.6,38.3,0.731,1.091,1.438,2.483,4.077,2.481,3.981,0.057,0.090,0.044,0.048,0.047,2.485,4.446,6.932,9.059,37.0,41.2,24.0,40.0,0.992,0.384,3.392,3.392,12.091,1.088,0.312,3.408,3.232,0.224,1.040,5.088,1.032,1.784,1603,40,37,36.0,0.723,
7.11.2025,18:39:57.037,1.402,1.438,1.406,1.337,1.425,41.1,40.9,38.3,38.0,38.0,38.0,38.4,37.7,38.3,0.734,1.091,1.444,2.514,4.083,2.520,4.007,0.066,0.109,0.056,0.049,0.049,2.535,4.454,6.988,9.039,37.0,41.2,24.0,40.0,0.928,0.392,3.392,3.392,12.091,1.096,0.312,3.408,3.232,0.224,1.032,5.112,1.032,1.784,1610,40,37,37.0,0.723,
7.11.2025,18:40:57.050,1.400,1.400,1.400,1.400,1.400,41.5,40.8,38.2,38.0,38.0,38.0,38.4,37.6,38.2,0.735,1.091,1.431,2.494,4.086,2.500,3.997,0.058,0.095,0.046,0.044,0.049,2.505,4.457,6.962,9.037,37.0,41.5,24.0,40.0,0.304,0.376,3.392,3.392,12.091,1.096,0.312,3.408,3.232,0.224,1.040,5.112,1.032,1.784,1605,40,37,37.0,0.723,
7.11.2025,18:41:57.054,1.164,1.013,1.025,1.306,1.312,55.6,41.5,38.6,39.1,39.0,39.1,39.4,38.7,39.3,0.804,1.090,1.312,3.756,4.220,3.633,4.900,0.296,0.448,0.246,0.230,0.258,4.277,4.601,8.878,9.086,37.0,55.1,24.0,40.0,1.008,0.384,3.392,3.376,12.091,1.096,0.312,3.408,3.232,0.224,1.040,5.112,1.032,1.784,1603,40,37,40.0,0.723,
7.11.2025,18:42:57.060,1.425,1.406,1.438,1.444,1.413,44.2,45.0,41.9,42.7,42.7,42.4,43.0,42.6,43.4,1.028,1.089,1.444,5.658,4.706,5.758,6.345,0.512,0.778,0.404,0.397,0.470,6.650,5.125,11.775,11.647,37.0,44.2,24.0,40.0,1.200,0.384,3.392,3.392,12.091,1.088,0.312,3.408,3.232,0.224,1.040,5.088,1.032,1.784,1580,40,37,39.0,0.723,
7.11.2025,18:43:57.060,1.281,1.256,1.013,1.444,1.413,49.5,44.4,41.4,42.0,42.2,41.7,42.4,41.8,42.5,0.956,1.090,1.262,4.573,4.487,4.538,5.525,0.345,0.564,0.273,0.282,0.260,5.220,4.890,10.110,11.881,37.0,49.6,24.0,40.0,1.024,0.384,3.392,3.392,12.091,1.088,0.312,3.408,3.232,0.224,1.032,5.088,1.032,1.784,1632,40,37,40.0,0.722,
7.11.2025,18:44:57.060,1.291,1.350,1.025,1.394,1.394,56.9,47.3,44.1,45.2,45.5,45.1,45.4,44.8,46.0,1.131,1.088,1.375,7.439,4.956,7.413,7.641,0.859,1.468,0.699,0.636,0.631,9.044,5.394,14.438,13.347,37.0,56.4,24.0,40.0,1.328,0.392,3.376,3.376,12.038,1.088,0.312,3.408,3.232,0.224,1.040,5.088,1.032,1.784,1636,40,38,42.0,0.722,
7.11.2025,18:45:57.053,1.072,1.087,1.025,1.087,1.087,50.5,47.6,44.7,45.4,45.4,45.4,45.6,45.1,46.2,1.015,1.089,1.094,6.124,4.631,6.128,6.623,0.644,0.988,0.624,0.509,0.454,7.363,5.045,12.408,14.899,37.0,50.8,24.0,40.0,1.024,0.384,3.376,3.376,12.038,1.088,0.312,3.408,3.232,0.224,1.040,5.112,1.032,1.784,1634,40,38,42.0,0.721,
7.11.2025,18:46:57.064,1.298,1.394,1.013,1.394,1.394,49.5,45.6,42.6,42.8,42.9,42.6,43.2,42.6,43.4,0.855,1.090,1.438,3.747,4.311,3.772,4.921,0.231,0.340,0.236,0.197,0.152,4.155,4.700,8.854,13.683,38.0,49.8,24.0,40.0,0.752,0.384,3.392,3.392,12.091,1.096,0.312,3.408,3.232,0.224,1.032,5.112,1.032,1.784,1609,40,38,43.0,0.721,
7.11.2025,18:47:57.087,1.037,1.075,1.025,1.025,1.025,54.2,44.8,42.0,42.1,42.3,41.8,42.5,42.0,42.5,0.873,1.090,1.094,3.648,4.427,3.660,4.896,0.205,0.357,0.159,0.136,0.169,3.997,4.824,8.822,12.479,38.0,54.5,24.0,40.0,1.200,0.392,3.392,3.392,12.091,1.088,0.312,3.408,3.232,0.224,1.040,5.088,1.032,1.784,1609,40,38,39.0,0.721,
7.11.2025,18:48:57.086,1.292,1.394,1.387,1.000,1.387,56.9,45.2,42.2,42.6,42.7,42.2,43.0,42.3,43.1,0.934,1.090,1.456,4.330,4.489,4.349,5.351,0.294,0.454,0.223,0.271,0.229,4.874,4.892,9.766,12.203,38.0,57.4,24.0,40.0,1.104,0.392,3.392,3.392,12.091,1.096,0.312,3.408,3.232,0.224,1.040,5.112,1.032,1.784,1610,40,38,39.0,0.721,
7.11.2025,18:49:57.085,1.273,1.219,1.225,1.431,1.219,55.4,45.5,42.6,43.0,43.2,42.6,43.4,42.8,43.7,0.955,1.089,1.387,4.709,4.531,4.658,5.670,0.371,0.619,0.259,0.318,0.288,5.483,4.936,10.419,12.409,38.0,55.8,24.0,40.0,1.184,0.392,3.376,3.376,12.091,1.088,0.312,3.408,3.232,0.224,1.040,5.088,1.032,1.784,1610,40,38,42.0,0.721,
7.11.2025,18:50:57.100,1.314,1.400,1.400,1.013,1.444,51.2,45.7,42.6,43.0,43.4,42.7,43.4,42.7,43.7,0.970,1.090,1.450,4.717,4.468,4.738,5.618,0.406,0.813,0.299,0.276,0.238,5.455,4.869,10.324,12.531,38.0,51.8,24.0,40.0,1.008,0.384,3.392,3.392,12.091,1.096,0.312,3.408,3.232,0.224,1.040,5.088,1.032,1.784,1636,40,38,40.0,0.721,
7.11.2025,18:51:57.110,1.281,1.387,1.000,1.350,1.387,45.1,44.9,42.0,42.2,42.4,41.8,42.6,41.9,42.6,0.890,1.090,1.456,3.729,4.371,3.771,4.905,0.231,0.464,0.179,0.151,0.131,4.078,4.766,8.844,12.229,38.0,45.2,24.0,40.0,1.008,0.384,3.392,3.376,12.091,1.088,0.312,3.408,3.232,0.224,1.032,5.088,1.032,1.784,1582,40,38,41.0,0.721,
7.11.2025,18:52:57.124,1.113,1.350,1.013,1.025,1.062,48.9,44.4,41.6,41.9,42.0,41.5,42.3,41.6,42.2,0.894,1.090,1.381,3.853,4.388,3.774,5.002,0.233,0.402,0.169,0.190,0.172,4.273,4.782,9.055,11.599,38.0,48.9,24.0,40.0,1.008,0.384,3.376,3.376,12.038,1.088,0.312,3.408,3.232,0.224,1.032,5.088,1.032,1.784,1577,40,38,40.0,0.721,
7.11.2025,18:53:57.120,1.317,1.438,1.438,1.381,1.013,44.8,44.5,41.7,41.9,42.0,41.5,42.3,41.7,42.2,0.842,1.090,1.394,3.520,4.342,3.592,4.731,0.209,0.341,0.164,0.169,0.160,3.827,4.734,8.561,11.653,38.0,44.8,24.0,40.0,0.624,0.376,3.392,3.392,12.091,1.088,0.312,3.408,3.232,0.224,1.032,5.088,1.032,1.784,1638,40,38,38.0,0.722,
7.11.2025,18:54:57.130,1.359,1.425,1.337,1.337,1.337,48.5,43.8,40.9,41.4,41.6,41.2,41.8,41.1,41.6,0.848,1.090,1.450,3.539,4.303,3.516,4.774,0.221,0.415,0.167,0.154,0.147,3.932,4.691,8.623,11.064,38.0,48.6,24.0,40.0,0.480,0.376,3.392,3.376,12.038,1.088,0.312,3.408,3.232,0.224,1.032,5.088,1.032,1.784,1609,40,38,39.0,0.722,
7.11.2025,18:55:57.147,1.066,1.025,1.075,1.075,1.087,52.1,44.7,41.7,42.2,42.4,41.8,42.6,41.9,42.6,0.941,1.090,1.156,4.334,4.456,4.308,5.352,0.301,0.520,0.203,0.256,0.226,4.923,4.856,9.779,11.500,38.0,52.6,24.0,40.0,1.088,0.384,3.392,3.376,12.091,1.088,0.312,3.408,3.232,0.224,1.032,5.088,1.032,1.784,1607,40,38,40.0,0.722,
7.11.2025,18:56:57.164,1.425,1.425,1.381,1.444,1.450,44.8,44.8,41.9,42.2,42.5,41.9,42.6,42.0,42.7,0.923,1.090,1.463,4.170,4.463,4.212,5.245,0.297,0.545,0.227,0.214,0.200,4.700,4.863,9.563,11.786,38.0,44.8,24.0,40.0,1.008,0.384,3.392,3.392,12.091,1.088,0.312,3.408,3.232,0.224,1.032,5.112,1.032,1.784,1609,40,38,39.0,0.721,
7.11.2025,18:57:57.176,0.969,1.363,0.838,0.838,0.838,47.5,44.6,41.7,42.1,42.4,41.7,42.4,41.8,42.6,0.921,1.090,1.438,4.137,4.385,4.117,5.188,0.304,0.608,0.223,0.202,0.182,4.677,4.780,9.457,11.702,38.0,47.0,24.0,40.0,1.152,0.392,3.376,3.376,12.091,1.088,0.312,3.408,3.232,0.224,1.032,5.112,1.032,1.784,1580,40,38,39.0,0.721,
7.11.2025,18:58:57.186,1.375,1.337,1.413,1.413,1.337,56.9,45.7,42.4,43.9,44.1,43.9,44.2,43.5,44.2,0.959,1.089,1.363,6.027,4.608,5.921,6.565,0.684,1.091,0.587,0.542,0.518,7.345,5.020,12.365,11.883,38.0,57.2,24.0,40.0,1.360,0.392,3.376,3.376,12.091,1.088,0.312,3.408,3.232,0.224,1.032,5.088,1.032,1.784,1607,40,38,41.0,0.721,
7.11.2025,18:59:57.195,0.973,1.381,0.838,0.838,0.838,45.8,46.1,43.2,43.2,43.2,42.9,43.5,43.0,44.0,0.944,1.090,1.406,4.303,4.477,4.440,5.343,0.270,0.410,0.259,0.216,0.193,4.763,4.879,9.642,13.240,38.0,45.8,24.0,40.0,0.384,0.376,3.392,3.392,12.091,1.088,0.312,3.408,3.232,0.224,1.032,5.088,1.032,1.784,1582,40,38,42.0,0.722,
7.11.2025,19:0:57.206,1.319,1.438,1.013,1.438,1.387,54.1,44.6,41.7,42.1,42.2,41.9,42.5,41.8,42.5,0.865,1.090,1.419,3.732,4.305,3.731,4.914,0.221,0.312,0.234,0.181,0.157,4.147,4.694,8.841,12.134,38.0,54.5,24.0,40.0,0.656,0.360,3.392,3.392,12.091,1.088,0.312,3.408,3.232,0.224,1.032,5.088,1.032,1.784,1640,40,38,39.0,0.721,
7.11.2025,19:1:57.219,1.209,1.212,1.200,1.212,1.212,53.1,48.1,44.6,46.6,46.8,46.5,46.9,46.2,47.1,1.118,1.089,1.319,8.052,4.900,7.994,8.033,1.009,1.639,0.800,0.827,0.768,10.044,5.336,15.381,13.598,38.0,53.6,24.0,40.0,1.024,0.384,3.376,3.376,12.091,1.088,0.312,3.408,3.232,0.224,1.032,5.088,1.032,1.784,1582,40,38,42.0,0.721,
7.11.2025,19:2:57.234,1.412,1.400,1.387,1.425,1.438,52.9,46.5,43.8,43.4,43.5,43.1,43.7,43.3,44.5,0.935,1.090,1.438,4.145,4.459,4.186,5.233,0.261,0.450,0.218,0.206,0.172,4.617,4.860,9.477,14.115,38.0,53.1,24.0,40.0,0.848,0.384,3.392,3.376,12.091,1.088,0.312,3.408,3.232,0.224,1.040,5.112,1.032,1.784,1584,40,38,40.0,0.721,
7.11.2025,19:3:57.243,1.419,1.406,1.419,1.444,1.406,46.2,45.7,42.9,42.8,42.9,42.4,43.3,42.7,43.6,0.922,1.090,1.450,4.153,4.457,4.153,5.231,0.270,0.439,0.194,0.245,0.203,4.651,4.857,9.508,13.049,38.0,46.2,24.0,40.0,1.072,0.384,3.392,3.392,12.091,1.088,0.312,3.408,3.232,0.224,1.040,5.112,1.032,1.784,1580,40,38,40.0,0.721,
7.11.2025,19:4:57.256,0.975,1.387,0.838,0.838,0.838,45.8,45.6,42.7,42.7,42.8,42.4,43.0,42.6,43.6,0.974,1.090,1.438,4.473,4.472,4.459,5.446,0.312,0.561,0.275,0.229,0.183,4.999,4.875,9.874,12.680,38.0,45.8,24.0,40.0,0.976,0.400,3.392,3.392,12.091,1.096,0.312,3.408,3.232,0.224,1.040,5.112,1.032,1.784,1638,40,39,40.0,0.721,
7.11.2025,19:5:57.256,0.977,1.394,0.838,0.838,0.838,49.9,45.7,42.8,43.1,43.3,42.8,43.4,43.0,43.9,0.949,1.090,1.463,4.820,4.474,4.853,5.696,0.412,0.708,0.349,0.317,0.275,5.570,4.876,10.446,12.536,38.0,50.1,24.0,40.0,0.608,0.360,3.392,3.392,12.091,1.096,0.312,3.408,3.232,0.224,1.040,5.112,1.032,1.784,1640,40,38,43.0,0.721,
7.11.2025,19:6:57.265,1.109,1.137,1.075,1.125,1.100,49.9,45.5,42.6,42.6,42.8,42.3,43.0,42.5,43.6,0.946,1.090,1.188,4.384,4.420,4.343,5.378,0.309,0.545,0.274,0.233,0.185,4.916,4.818,9.734,12.522,38.0,49.2,24.0,40.0,1.008,0.384,3.392,3.376,12.091,1.088,0.312,3.408,3.232,0.224,1.032,5.088,1.032,1.784,1612,40,38,40.0,0.721,
7.11.2025,19:7:57.262,1.319,1.400,1.438,1.438,1.000,47.0,45.8,42.9,42.9,43.0,42.5,43.2,42.8,43.8,0.989,1.090,1.406,4.576,4.514,4.605,5.529,0.317,0.591,0.256,0.223,0.200,5.107,4.920,10.027,12.680,38.0,47.1,24.0,40.0,0.752,0.376,3.392,3.392,12.091,1.088,0.312,3.408,3.232,0.224,1.032,5.112,1.032,1.784,1640,40,38,40.0,0.721,
7.11.2025,19:8:57.259,1.356,1.363,1.337,1.363,1.363,57.6,44.6,42.0,41.9,42.0,41.5,42.3,41.7,42.3,0.897,1.090,1.369,3.670,4.469,3.553,4.879,0.186,0.302,0.144,0.139,0.160,3.921,4.872,8.793,11.978,38.0,57.5,24.0,40.0,1.360,0.392,3.360,3.360,12.038,1.088,0.312,3.408,3.232,0.224,1.040,5.088,1.032,1.784,1638,40,38,41.0,0.721,
7.11.2025,19:9:57.256,1.413,1.413,1.413,1.413,1.413,50.9,47.9,44.7,46.0,46.2,46.1,46.0,45.6,46.8,1.118,1.089,1.387,7.389,4.826,7.480,7.558,0.863,1.447,0.758,0.623,0.624,9.090,5.256,14.346,13.702,38.0,51.1,24.0,40.0,1.024,0.384,3.392,3.392,12.091,1.088,0.312,3.424,3.232,0.224,1.040,5.112,1.032,1.784,1609,40,38,41.0,0.721,
7.11.2025,19:10:57.279,1.069,1.087,1.081,1.025,1.081,55.8,47.0,44.1,44.2,44.5,44.0,44.5,43.8,45.4,1.044,1.089,1.094,5.499,4.598,5.472,6.170,0.491,0.919,0.395,0.368,0.282,6.318,5.011,11.329,13.932,38.0,55.2,24.0,40.0,1.072,0.384,3.392,3.392,12.091,1.096,0.312,3.424,3.232,0.224,1.040,5.088,1.032,1.784,1610,40,38,41.0,0.721,
7.11.2025,19:11:57.294,1.420,1.419,1.419,1.419,1.425,47.0,47.0,44.1,44.2,44.3,44.0,44.4,44.0,45.3,0.982,1.090,1.450,5.147,4.513,5.182,5.927,0.449,0.777,0.381,0.333,0.303,5.973,4.919,10.892,14.033,38.0,47.1,24.0,40.0,0.560,0.384,3.392,3.392,12.091,1.096,0.312,3.424,3.232,0.224,1.040,5.112,1.032,1.784,1612,40,39,40.0,0.721,
7.11.2025,19:12:57.290,1.161,1.137,1.163,1.175,1.169,52.2,46.5,43.5,43.6,43.8,43.4,43.9,43.5,44.7,0.971,1.090,1.194,4.863,4.480,4.805,5.713,0.403,0.734,0.338,0.288,0.251,5.550,4.883,10.433,13.490,38.0,52.6,24.0,40.0,1.152,0.392,3.376,3.376,12.091,1.096,0.312,3.408,3.232,0.224,1.040,5.088,1.032,1.784,1582,40,38,41.0,0.721,
7.11.2025,19:13:57.303,1.078,1.062,1.087,1.087,1.075,57.8,46.5,43.5,43.6,43.7,43.3,43.9,43.4,44.7,0.988,1.089,1.094,4.938,4.565,4.960,5.802,0.397,0.717,0.336,0.290,0.244,5.623,4.974,10.597,13.314,38.0,46.9,24.0,40.0,1.024,0.384,3.392,3.392,12.091,1.088,0.312,3.408,3.232,0.224,1.040,5.112,1.032,1.784,1582,40,39,41.0,0.721,
7.11.2025,19:14:57.321,1.312,1.288,1.337,1.288,1.337,50.1,46.5,43.5,43.6,43.8,43.4,43.9,43.4,44.8,0.983,1.090,1.375,4.978,4.513,4.974,5.817,0.426,0.751,0.374,0.318,0.260,5.714,4.918,10.633,13.344,38.0,50.6,24.0,40.0,1.088,0.392,3.376,3.376,12.038,1.088,0.312,3.408,3.232,0.224,1.040,5.088,1.032,1.784,1638,40,38,43.0,0.721,
7.11.2025,19:15:57.322,1.439,1.444,1.444,1.419,1.450,46.8,46.0,43.1,43.1,43.2,42.7,43.4,42.9,44.1,0.961,1.090,1.444,4.469,4.431,4.514,5.436,0.321,0.606,0.262,0.237,0.178,5.003,4.831,9.835,13.084,38.0,47.0,24.0,40.0,0.496,0.384,3.392,3.392,12.091,1.088,0.312,3.408,3.232,0.224,1.032,5.112,1.032,1.784,1582,40,38,40.0,0.721,
7.11.2025,19:16:57.337,1.117,1.175,1.062,1.163,1.069,54.9,45.5,42.6,42.6,42.7,42.1,43.0,42.5,43.3,0.933,1.090,1.194,4.059,4.452,4.009,5.148,0.245,0.418,0.196,0.201,0.166,4.496,4.852,9.348,12.466,38.0,55.5,24.0,40.0,1.408,0.400,3.360,3.360,12.038,1.096,0.312,3.408,3.232,0.224,1.032,5.088,1.032,1.784,1582,40,38,40.0,0.721,
7.11.2025,19:17:57.342,1.387,1.363,1.363,1.400,1.425,47.8,45.5,42.6,42.7,42.8,42.3,43.1,42.6,43.5,0.942,1.090,1.444,4.367,4.455,4.388,5.382,0.316,0.543,0.243,0.256,0.222,4.949,4.856,9.805,12.226,38.0,47.2,24.0,40.0,1.136,0.384,3.392,3.376,12.091,1.088,0.312,3.408,3.232,0.224,1.032,5.088,1.032,1.784,1580,40,38,42.0,0.721,
7.11.2025,19:18:57.337,1.205,1.212,1.212,1.212,1.181,47.4,46.2,43.2,43.3,43.5,43.0,43.6,43.1,44.4,1.041,1.089,1.256,5.229,4.652,5.217,6.045,0.435,0.816,0.358,0.311,0.255,6.017,5.068,11.085,12.574,38.0,47.4,24.0,40.0,1.008,0.384,3.392,3.376,12.091,1.088,0.312,3.408,3.232,0.224,1.032,5.112,1.032,1.784,1609,40,38,40.0,0.721,
