Date,Time,Core VIDs (avg) [V],Core 0 VID [V],Core 1 VID [V],Core 2 VID [V],Core 3 VID [V],CPU (Tctl/Tdie) [°C],CPU SOC [°C],APU GFX [°C],Core Temperatures (avg) [°C],Core0 [°C],Core1 [°C],Core2 [°C],Core3 [°C],L3 Cache [°C],CPU Core Voltage (SVI2 TFN) [V],SoC Voltage (SVI2 TFN) [V],CPU Core VID (Effective) [V],CPU Core Current (SVI2 TFN) [A],SoC Current (SVI2 TFN) [A],CPU TDC [A],CPU Package Power [W],Core Powers (avg) [W],Core 0 Power [W],Core 1 Power [W],Core 2 Power [W],Core 3 Power [W],CPU Core Power (SVI2 TFN) [W],CPU SoC Power (SVI2 TFN) [W],Core+SoC Power (SVI2 TFN) [W],APU STAPM [W],Motherboard [°C],CPU [°C],AUXTIN2 [°C],CPU (PECI) [°C],Vcore [V],VIN1 [V],+3.3V (AVCC) [V],+3.3V (3VCC) [V],+12V [V],VCOREREFIN [V],VIN4 [V],3VSB [V],VBAT [V],VIN5 [V],VIN6 [V],+5V [V],VIN3 [V],VIN7 [V],CPU1 [RPM],Drive Airflow Temperature [°C],Drive Temperature [°C],GPU Temperature [°C],GPU Core Voltage (VDDCR_GFX) [V],Unnamed: 55
4.11.2025,19:24:31.597,0.825,0.825,0.825,0.825,0.825,40.0,39.3,37.3,36.4,36.3,36.4,36.5,36.3,37.1,0.594,1.013,1.406,1.853,2.555,1.854,2.723,0.042,0.068,0.036,0.032,0.033,1.822,2.589,4.412,7.059,36.0,41.1,24.0,40.0,0.480,0.376,3.392,3.392,12.091,1.016,0.304,3.408,3.232,0.224,1.040,5.112,1.032,1.784,1610,39,36,34.0,0.723,
4.11.2025,19:25:31.601,0.967,1.375,0.831,0.831,0.831,41.6,39.4,37.1,36.6,36.6,36.7,36.7,36.5,37.3,0.666,1.014,1.400,2.538,2.650,2.535,3.253,0.141,0.254,0.098,0.093,0.117,2.828,2.691,5.519,6.942,36.0,41.2,24.0,40.0,0.304,0.360,3.392,3.392,12.091,1.016,0.304,3.408,3.232,0.224,1.040,5.112,1.032,1.784,1614,39,35,34.0,0.723,
4.11.2025,19:26:31.612,0.839,0.825,0.844,0.844,0.844,40.9,38.7,36.6,35.7,35.7,35.7,35.8,35.6,36.4,0.589,1.013,1.431,1.816,2.542,1.817,2.692,0.039,0.068,0.029,0.034,0.025,1.774,2.577,4.351,6.805,36.0,40.5,24.0,40.0,0.320,0.352,3.392,3.392,12.144,1.016,0.304,3.408,3.232,0.224,1.040,5.112,1.032,1.784,1638,39,35,36.0,0.723,
4.11.2025,19:27:31.626,0.825,0.825,0.825,0.825,0.825,40.1,38.3,36.1,35.3,35.2,35.3,35.4,35.1,35.9,0.581,1.013,1.400,1.776,2.541,1.780,2.664,0.035,0.058,0.022,0.027,0.032,1.723,2.576,4.299,6.468,36.0,43.8,24.0,40.0,1.392,0.368,3.392,3.392,12.091,1.016,0.304,3.408,3.232,0.224,1.040,5.112,1.032,1.784,1636,39,35,36.0,0.723,
4.11.2025,19:28:31.642,1.291,1.425,1.375,1.375,0.988,43.4,38.3,35.9,35.4,35.3,35.4,35.5,35.4,36.1,0.629,1.014,1.381,2.278,2.586,2.277,3.024,0.114,0.188,0.079,0.096,0.093,2.418,2.623,5.041,6.320,36.0,40.8,24.0,40.0,0.768,0.376,3.392,3.392,12.144,1.016,0.304,3.408,3.232,0.224,1.040,5.112,1.032,1.784,1609,39,35,33.0,0.723,
4.11.2025,19:29:31.659,0.825,0.825,0.825,0.825,0.825,40.2,38.1,35.9,35.0,35.0,35.0,35.1,35.0,35.7,0.583,1.013,1.387,1.772,2.520,1.776,2.653,0.035,0.059,0.018,0.034,0.027,1.717,2.554,4.272,6.484,36.0,41.9,24.0,40.0,0.560,0.352,3.392,3.392,12.144,1.016,0.304,3.408,3.232,0.224,1.040,5.112,1.032,1.784,1609,39,35,34.0,0.723,
4.11.2025,19:30:31.677,1.292,1.375,1.375,1.419,1.000,41.5,37.9,35.7,34.9,34.7,34.8,34.9,34.9,35.6,0.581,1.013,1.387,1.769,2.518,1.769,2.647,0.034,0.056,0.020,0.026,0.033,1.711,2.552,4.263,6.254,36.0,40.2,24.0,40.0,0.560,0.352,3.392,3.392,12.144,1.016,0.304,3.408,3.232,0.224,1.040,5.112,1.032,1.784,1607,39,35,33.0,0.723,
4.11.2025,19:31:31.684,1.387,1.387,1.387,1.387,1.387,40.6,37.9,35.6,34.8,34.7,34.8,34.9,34.8,35.5,0.584,1.013,1.387,1.782,2.533,1.780,2.666,0.039,0.080,0.022,0.029,0.025,1.733,2.567,4.300,6.134,36.0,43.6,24.0,40.0,0.208,0.352,3.392,3.392,12.144,1.016,0.304,3.408,3.232,0.224,1.040,5.112,1.032,1.784,1609,39,35,34.0,0.723,
4.11.2025,19:32:31.691,1.227,1.375,1.363,1.363,0.806,43.2,37.8,35.5,34.7,34.6,34.7,34.8,34.8,35.4,0.573,1.013,1.431,1.729,2.517,1.742,2.623,0.033,0.058,0.020,0.026,0.030,1.671,2.551,4.221,6.063,36.0,41.9,24.0,40.0,0.400,0.376,3.392,3.392,12.144,1.008,0.304,3.408,3.232,0.224,1.040,5.112,1.032,1.784,1607,39,35,34.0,0.723,
4.11.2025,19:33:31.706,1.302,1.375,1.413,1.413,1.006,41.2,37.7,35.4,34.7,34.6,34.6,34.8,34.8,35.3,0.580,1.013,1.387,1.758,2.524,1.743,2.646,0.035,0.065,0.022,0.027,0.026,1.701,2.558,4.259,6.011,36.0,42.2,24.0,40.0,0.304,0.352,3.392,3.392,12.091,1.016,0.304,3.408,3.232,0.224,1.040,5.112,1.032,1.784,1607,39,35,33.0,0.723,
4.11.2025,19:34:31.713,0.820,0.825,0.819,0.819,0.819,41.9,37.7,35.4,34.7,34.7,34.7,34.8,34.8,35.3,0.590,1.013,1.444,1.843,2.533,1.847,2.703,0.044,0.082,0.029,0.035,0.029,1.807,2.567,4.374,6.005,36.0,44.4,24.0,40.0,1.072,0.376,3.392,3.392,12.144,1.016,0.304,3.408,3.232,0.224,1.032,5.112,1.032,1.784,1607,39,35,33.0,0.723,
4.11.2025,19:35:31.714,1.297,1.400,1.000,1.413,1.375,43.6,37.6,35.3,34.6,34.5,34.5,34.7,34.7,35.2,0.583,1.013,1.406,1.786,2.528,1.783,2.663,0.034,0.055,0.018,0.031,0.033,1.730,2.562,4.292,6.041,36.0,42.8,24.0,40.0,1.008,0.376,3.392,3.392,12.091,1.008,0.304,3.408,3.232,0.224,1.032,5.112,1.032,1.784,1605,39,35,36.0,0.723,
4.11.2025,19:36:31.726,1.281,1.375,1.375,1.363,1.013,42.2,37.6,35.3,34.6,34.5,34.5,34.7,34.6,35.1,0.586,1.013,1.406,1.785,2.522,1.783,2.661,0.035,0.059,0.017,0.032,0.030,1.728,2.556,4.284,6.017,36.0,42.4,24.0,40.0,0.688,0.352,3.392,3.392,12.091,1.008,0.304,3.408,3.232,0.224,1.032,5.112,1.032,1.784,1605,39,35,35.0,0.723,
4.11.2025,19:37:31.736,1.294,1.425,1.363,1.013,1.375,42.8,37.6,35.3,34.6,34.5,34.5,34.7,34.6,35.1,0.575,1.013,1.387,1.735,2.508,1.738,2.622,0.034,0.063,0.018,0.025,0.031,1.673,2.542,4.215,5.985,36.0,44.8,24.0,40.0,0.336,0.368,3.392,3.392,12.144,1.016,0.304,3.408,3.232,0.224,1.032,5.112,1.032,1.784,1605,39,35,36.0,0.723,
4.11.2025,19:38:31.746,0.959,1.363,0.825,0.825,0.825,44.1,37.5,35.2,34.5,34.5,34.5,34.6,34.6,35.1,0.578,1.013,1.431,1.753,2.512,1.757,2.634,0.033,0.061,0.020,0.022,0.029,1.693,2.546,4.238,5.969,36.0,43.5,24.0,40.0,0.640,0.352,3.392,3.392,12.091,1.016,0.304,3.408,3.232,0.224,1.040,5.112,1.032,1.784,1605,39,35,33.0,0.723,
4.11.2025,19:39:31.746,1.231,1.375,1.363,1.363,0.825,42.8,37.5,35.2,34.5,34.4,34.5,34.6,34.6,35.1,0.584,1.013,1.369,1.777,2.519,1.777,2.653,0.034,0.061,0.019,0.023,0.033,1.717,2.553,4.270,5.966,36.0,45.4,24.0,40.0,0.304,0.368,3.392,3.392,12.091,1.016,0.304,3.408,3.232,0.224,1.032,5.112,1.032,1.784,1605,39,35,33.0,0.723,
4.11.2025,19:40:31.748,1.106,0.838,1.375,1.375,0.838,44.9,37.7,35.3,34.7,34.6,34.6,34.8,34.7,35.3,0.601,1.013,1.394,1.920,2.536,1.919,2.764,0.053,0.082,0.034,0.061,0.036,1.926,2.573,4.499,6.037,36.0,44.2,24.0,40.0,0.240,0.352,3.392,3.392,12.091,1.008,0.304,3.408,3.232,0.224,1.032,5.112,1.032,1.784,1605,39,35,33.0,0.723,
4.11.2025,19:41:31.754,1.286,1.369,0.988,1.375,1.413,43.9,37.6,35.3,34.6,34.5,34.5,34.7,34.7,35.2,0.586,1.013,1.431,1.796,2.514,1.795,2.663,0.036,0.063,0.019,0.032,0.030,1.743,2.548,4.291,6.059,36.0,46.4,24.0,40.0,0.640,0.368,3.392,3.392,12.091,1.008,0.304,3.408,3.232,0.224,1.032,5.112,1.032,1.784,1605,39,35,33.0,0.723,
4.11.2025,19:42:31.763,1.269,0.838,1.413,1.413,1.413,45.8,37.5,35.2,34.6,34.5,34.5,34.7,34.6,35.1,0.578,1.013,1.400,1.754,2.512,1.751,2.637,0.034,0.058,0.025,0.026,0.027,1.699,2.546,4.245,6.015,36.0,45.0,24.0,40.0,0.304,0.352,3.392,3.392,12.091,1.008,0.304,3.408,3.232,0.224,1.032,5.112,1.032,1.784,1603,39,35,33.0,0.723,
4.11.2025,19:43:31.765,1.380,1.369,1.369,1.369,1.413,44.6,37.5,35.2,34.5,34.5,34.4,34.6,34.6,35.1,0.573,1.013,1.413,1.727,2.511,1.735,2.618,0.034,0.064,0.016,0.025,0.030,1.666,2.545,4.210,5.985,36.0,46.5,24.0,40.0,0.928,0.352,3.392,3.392,12.144,1.016,0.304,3.408,3.232,0.224,1.040,5.112,1.032,1.784,1605,39,35,33.0,0.723,
4.11.2025,19:44:31.770,0.964,0.825,0.812,1.406,0.812,45.9,37.5,35.2,34.5,34.4,34.4,34.6,34.6,35.1,0.594,1.013,1.419,1.851,2.524,1.844,2.704,0.041,0.070,0.026,0.037,0.030,1.813,2.558,4.371,6.000,36.0,45.5,24.0,40.0,0.304,0.352,3.392,3.392,12.144,1.016,0.304,3.408,3.232,0.224,1.040,5.112,1.032,1.784,1605,39,35,33.0,0.723,
4.11.2025,19:45:31.776,1.322,1.425,1.425,1.425,1.013,45.0,37.4,35.2,34.5,34.4,34.4,34.5,34.5,35.1,0.579,1.013,1.400,1.758,2.510,1.756,2.639,0.037,0.071,0.023,0.024,0.027,1.704,2.545,4.249,6.023,36.0,45.2,24.0,40.0,0.576,0.352,3.392,3.392,12.144,1.016,0.304,3.408,3.232,0.224,1.040,5.112,1.032,1.784,1607,39,35,34.0,0.723,
4.11.2025,19:46:31.777,1.322,1.425,1.425,1.425,1.013,45.6,37.4,35.1,34.5,34.4,34.4,34.6,34.5,35.0,0.584,1.013,1.431,1.785,2.515,1.779,2.656,0.036,0.069,0.023,0.020,0.031,1.729,2.549,4.277,5.988,36.0,46.4,24.0,40.0,0.304,0.344,3.408,3.392,12.144,1.016,0.304,3.408,3.232,0.224,1.040,5.112,1.032,1.784,1605,39,35,33.0,0.723,
4.11.2025,19:47:31.790,1.302,1.387,1.387,1.419,1.013,46.0,37.6,35.2,34.6,34.5,34.5,34.7,34.7,35.1,0.577,1.013,1.431,1.744,2.518,1.748,2.635,0.034,0.063,0.019,0.023,0.032,1.685,2.553,4.238,5.975,36.0,46.8,24.0,40.0,0.336,0.344,3.392,3.392,12.091,1.024,0.304,3.408,3.232,0.224,1.032,5.112,1.032,1.784,1607,39,35,35.0,0.723,
4.11.2025,19:48:31.786,1.253,1.425,0.838,1.363,1.387,46.0,37.6,35.3,34.6,34.5,34.5,34.7,34.7,35.1,0.576,1.013,1.387,1.734,2.524,1.745,2.632,0.031,0.047,0.018,0.031,0.030,1.679,2.558,4.237,5.971,35.0,47.1,24.0,40.0,0.640,0.368,3.392,3.392,12.091,1.016,0.304,3.408,3.232,0.224,1.032,5.112,1.032,1.784,1605,39,35,33.0,0.723,
4.11.2025,19:49:31.802,1.291,1.413,1.375,1.363,1.013,46.6,37.6,35.3,34.7,34.6,34.6,34.8,34.7,35.2,0.582,1.013,1.438,1.781,2.519,1.768,2.656,0.037,0.065,0.025,0.030,0.027,1.728,2.553,4.281,5.961,35.0,49.4,24.0,40.0,0.960,0.368,3.392,3.392,12.144,1.008,0.304,3.408,3.232,0.224,1.032,5.112,1.032,1.784,1605,39,35,33.0,0.723,
4.11.2025,19:50:31.814,1.272,1.375,1.363,1.363,0.988,48.8,37.6,35.3,34.7,34.6,34.6,34.8,34.7,35.2,0.579,1.013,1.387,1.755,2.508,1.753,2.636,0.035,0.065,0.021,0.024,0.030,1.698,2.542,4.240,5.967,36.0,47.8,24.0,40.0,0.992,0.368,3.392,3.392,12.091,1.008,0.304,3.408,3.232,0.224,1.032,5.112,1.032,1.784,1605,39,35,33.0,0.723,
4.11.2025,19:51:31.821,1.303,1.375,1.413,1.413,1.013,47.2,37.6,35.3,34.6,34.6,34.6,34.7,34.7,35.2,0.582,1.013,1.387,1.777,2.517,1.771,2.652,0.035,0.063,0.022,0.025,0.031,1.721,2.551,4.271,5.964,35.0,38.2,24.0,40.0,0.592,0.368,3.392,3.392,12.091,1.008,0.304,3.408,3.232,0.224,1.032,5.112,1.032,1.784,1605,39,35,35.0,0.723,
4.11.2025,19:52:31.827,1.194,1.375,1.375,1.013,1.013,47.4,37.6,35.3,34.6,34.6,34.5,34.8,34.7,35.2,0.575,1.013,1.438,1.744,2.511,1.748,2.630,0.035,0.060,0.020,0.033,0.025,1.688,2.545,4.233,5.957,35.0,38.0,24.0,40.0,0.416,0.344,3.392,3.392,12.091,1.008,0.304,3.408,3.232,0.224,1.032,5.112,1.032,1.784,1605,39,35,33.0,0.723,
4.11.2025,19:53:31.845,1.300,1.413,1.013,1.413,1.363,38.1,37.5,35.3,34.6,34.5,34.5,34.7,34.6,35.2,0.577,1.013,1.387,1.787,2.515,1.792,2.665,0.043,0.069,0.031,0.040,0.032,1.760,2.550,4.310,5.934,35.0,38.1,24.0,40.0,0.992,0.344,3.392,3.392,12.091,1.008,0.304,3.408,3.232,0.224,1.032,5.112,1.032,1.784,1605,39,35,36.0,0.723,
4.11.2025,19:54:31.844,1.231,1.363,0.825,1.369,1.369,38.5,37.9,35.5,35.1,35.0,35.0,35.2,35.0,35.7,0.631,1.014,1.387,2.247,2.605,2.241,3.029,0.098,0.158,0.080,0.096,0.059,2.405,2.647,5.052,6.186,35.0,38.5,24.0,40.0,0.480,0.360,3.392,3.376,12.091,1.008,0.304,3.408,3.232,0.224,1.032,5.112,1.032,1.784,1603,39,35,34.0,0.723,
4.11.2025,19:55:31.859,1.306,1.413,1.413,1.413,0.988,38.1,37.7,35.4,34.7,34.6,34.6,34.8,34.7,35.3,0.585,1.013,1.381,1.810,2.532,1.812,2.681,0.040,0.072,0.029,0.030,0.031,1.766,2.566,4.333,6.289,35.0,38.1,24.0,40.0,0.672,0.360,3.392,3.392,12.091,1.008,0.304,3.408,3.232,0.224,1.032,5.112,1.032,1.784,1603,39,35,33.0,0.723,
4.11.2025,19:56:31.870,1.306,1.413,1.413,1.413,0.988,38.1,37.7,35.4,34.7,34.6,34.6,34.8,34.7,35.3,0.585,1.013,1.381,1.810,2.532,1.812,2.681,0.040,0.072,0.029,0.030,0.031,1.766,2.566,4.333,6.289,35.0,38.1,24.0,40.0,0.736,0.344,3.392,3.392,12.144,1.008,0.304,3.408,3.232,0.224,1.032,5.112,1.032,1.784,1605,39,35,33.0,0.723,
4.11.2025,19:57:31.880,0.825,0.825,0.825,0.825,0.825,37.9,37.5,35.2,34.5,34.5,34.5,34.6,34.6,35.1,0.576,1.013,1.419,1.742,2.513,1.742,2.628,0.034,0.063,0.020,0.027,0.026,1.680,2.547,4.227,6.046,35.0,37.9,24.0,40.0,0.736,0.360,3.392,3.392,12.091,1.008,0.304,3.408,3.232,0.224,1.032,5.112,1.032,1.784,1603,39,35,36.0,0.723,
4.11.2025,19:58:31.891,0.816,0.825,0.812,0.812,0.812,37.9,37.5,35.2,34.5,34.4,34.4,34.6,34.6,35.1,0.572,1.013,1.387,1.729,2.506,1.741,2.619,0.036,0.071,0.018,0.022,0.032,1.672,2.540,4.211,5.995,35.0,37.9,24.0,40.0,0.496,0.344,3.392,3.392,12.144,1.008,0.304,3.408,3.232,0.224,1.032,5.112,1.032,1.784,1607,39,35,33.0,0.723,
4.11.2025,19:59:31.899,1.213,1.413,1.013,1.413,1.013,38.0,37.5,35.2,34.5,34.4,34.4,34.6,34.5,35.0,0.577,1.013,1.413,1.746,2.513,1.731,2.632,0.033,0.056,0.021,0.026,0.028,1.686,2.547,4.233,5.969,35.0,38.0,24.0,40.0,0.432,0.344,3.392,3.392,12.091,1.016,0.304,3.408,3.232,0.224,1.032,5.112,1.032,1.784,1603,39,35,36.0,0.723,
4.11.2025,20:0:31.914,0.972,1.375,0.838,0.838,0.838,38.2,37.7,35.4,34.9,34.8,34.8,34.9,35.0,35.5,0.620,1.013,1.419,2.136,2.561,2.137,2.919,0.085,0.142,0.053,0.048,0.096,2.230,2.596,4.826,6.126,35.0,38.2,24.0,40.0,0.400,0.344,3.392,3.392,12.091,1.008,0.304,3.408,3.232,0.224,1.040,5.112,1.032,1.784,1603,39,35,33.0,0.723,
4.11.2025,20:1:31.920,1.209,1.400,1.013,1.400,1.025,38.0,37.5,35.3,34.5,34.5,34.5,34.6,34.6,35.1,0.580,1.013,1.375,1.760,2.518,1.761,2.646,0.037,0.076,0.022,0.021,0.029,1.707,2.552,4.259,6.165,35.0,38.0,24.0,40.0,0.240,0.344,3.392,3.392,12.091,1.008,0.304,3.408,3.232,0.224,1.032,5.112,1.032,1.784,1605,39,35,33.0,0.723,
4.11.2025,20:2:31.935,1.266,1.375,1.350,1.350,0.988,38.1,37.5,35.2,34.5,34.4,34.4,34.6,34.5,35.1,0.580,1.013,1.431,1.760,2.514,1.758,2.640,0.033,0.054,0.017,0.033,0.026,1.700,2.548,4.248,6.070,35.0,38.1,24.0,40.0,0.544,0.344,3.392,3.392,12.091,1.016,0.304,3.408,3.232,0.224,1.032,5.112,1.032,1.784,1603,39,35,33.0,0.723,
4.11.2025,20:3:31.926,0.969,1.363,0.838,0.838,0.838,37.9,37.5,35.2,34.5,34.5,34.5,34.6,34.6,35.1,0.595,1.013,1.419,1.868,2.539,1.871,2.720,0.043,0.079,0.030,0.031,0.034,1.830,2.573,4.403,6.050,35.0,37.9,24.0,40.0,0.656,0.368,3.392,3.392,12.091,1.008,0.304,3.408,3.232,0.224,1.032,5.112,1.032,1.784,1605,39,35,35.0,0.723,
4.11.2025,20:4:31.942,1.272,1.375,1.350,1.350,1.013,38.0,37.4,35.2,34.5,34.4,34.4,34.6,34.5,35.0,0.573,1.013,1.431,1.724,2.512,1.724,2.618,0.035,0.066,0.020,0.026,0.026,1.664,2.546,4.210,6.049,35.0,38.0,24.0,40.0,0.592,0.344,3.392,3.392,12.091,1.008,0.304,3.408,3.232,0.224,1.032,5.112,1.032,1.784,1605,39,35,32.0,0.723,
4.11.2025,20:5:31.951,1.222,1.350,1.350,1.350,0.838,38.0,37.4,35.1,34.4,34.4,34.4,34.5,34.5,35.0,0.580,1.013,1.419,1.756,2.515,1.753,2.641,0.035,0.060,0.028,0.023,0.028,1.700,2.549,4.249,5.995,35.0,38.0,24.0,40.0,0.944,0.368,3.392,3.392,12.091,1.008,0.304,3.408,3.232,0.224,1.032,5.112,1.032,1.784,1605,39,35,33.0,0.723,
4.11.2025,20:6:31.942,1.287,1.413,1.375,1.375,0.988,37.9,37.4,35.2,34.5,34.4,34.4,34.5,34.5,35.0,0.579,1.013,1.387,1.759,2.512,1.764,2.637,0.035,0.067,0.021,0.023,0.027,1.697,2.546,4.242,5.977,35.0,37.9,24.0,40.0,0.512,0.344,3.392,3.392,12.091,1.016,0.304,3.408,3.232,0.224,1.032,5.112,1.032,1.784,1603,39,35,33.0,0.723,
4.11.2025,20:7:31.957,1.284,1.425,1.375,1.350,0.988,37.9,37.4,35.1,34.5,34.4,34.4,34.6,34.5,35.0,0.579,1.013,1.387,1.755,2.518,1.754,2.642,0.034,0.055,0.024,0.026,0.029,1.701,2.552,4.254,5.963,35.0,37.9,24.0,40.0,0.544,0.344,3.392,3.392,12.144,1.016,0.304,3.408,3.232,0.224,1.040,5.112,1.032,1.784,1607,39,35,35.0,0.723,
4.11.2025,20:8:31.966,1.283,1.400,1.363,1.363,1.006,38.0,37.4,35.2,34.5,34.4,34.4,34.5,34.5,35.1,0.590,1.013,1.419,1.804,2.527,1.803,2.675,0.033,0.052,0.021,0.026,0.033,1.748,2.562,4.310,5.976,35.0,38.0,24.0,40.0,0.480,0.368,3.392,3.392,12.091,1.016,0.304,3.408,3.232,0.224,1.040,5.112,1.032,1.784,1603,39,35,35.0,0.723,
4.11.2025,20:9:31.953,1.287,1.363,1.375,1.425,0.988,38.0,37.4,35.1,34.4,34.4,34.4,34.5,34.4,35.0,0.592,1.013,1.419,1.851,2.542,1.862,2.723,0.049,0.102,0.036,0.028,0.029,1.836,2.579,4.415,6.019,35.0,38.0,24.0,40.0,0.928,0.368,3.392,3.392,12.144,1.016,0.304,3.408,3.232,0.224,1.040,5.112,1.032,1.784,1605,39,35,35.0,0.723,
4.11.2025,20:10:31.972,1.266,1.350,1.350,1.350,1.013,37.6,37.2,34.9,34.3,34.3,34.2,34.5,34.3,34.8,0.587,1.013,1.419,1.807,2.521,1.800,2.674,0.038,0.069,0.022,0.030,0.030,1.759,2.555,4.314,6.075,35.0,37.6,24.0,40.0,0.480,0.360,3.392,3.392,12.144,1.016,0.304,3.408,3.232,0.224,1.040,5.112,1.032,1.784,1605,39,35,35.0,0.723,
4.11.2025,20:11:31.978,1.303,1.375,1.413,1.413,1.013,37.8,37.1,34.8,34.3,34.3,34.2,34.4,34.3,34.7,0.593,1.013,1.419,1.889,2.534,1.887,2.741,0.054,0.097,0.041,0.039,0.041,1.889,2.568,4.457,6.054,35.0,37.8,24.0,40.0,0.560,0.360,3.392,3.392,12.144,1.016,0.304,3.408,3.232,0.224,1.040,5.112,1.032,1.784,1603,39,34,32.0,0.723,
4.11.2025,20:12:31.981,1.295,1.375,1.419,1.375,1.013,37.6,37.1,34.8,34.2,34.2,34.1,34.3,34.2,34.6,0.578,1.013,1.431,1.756,2.518,1.755,2.638,0.033,0.059,0.019,0.028,0.029,1.695,2.552,4.246,6.078,35.0,37.6,24.0,40.0,0.928,0.360,3.392,3.392,12.144,1.016,0.304,3.408,3.232,0.216,1.032,5.112,1.032,1.784,1603,39,34,33.0,0.723,
4.11.2025,20:13:31.978,1.275,1.375,1.356,1.356,1.013,37.6,37.0,34.7,34.2,34.2,34.1,34.3,34.1,34.5,0.591,1.013,1.406,1.838,2.529,1.841,2.698,0.042,0.079,0.029,0.027,0.032,1.795,2.563,4.358,6.044,35.0,37.6,24.0,40.0,0.496,0.336,3.392,3.392,12.091,1.016,0.304,3.408,3.232,0.216,1.040,5.112,1.032,1.784,1603,38,34,35.0,0.723,
4.11.2025,20:14:31.977,1.222,1.350,1.350,1.350,0.838,37.5,37.0,34.6,34.1,34.1,34.0,34.3,34.1,34.4,0.579,1.013,1.369,1.761,2.518,1.767,2.642,0.034,0.057,0.021,0.025,0.033,1.702,2.552,4.254,6.044,35.0,37.5,24.0,40.0,0.304,0.336,3.408,3.392,12.144,1.016,0.304,3.408,3.232,0.216,1.040,5.112,1.032,1.784,1605,38,34,35.0,0.723,
4.11.2025,20:15:31.980,0.825,0.825,0.825,0.825,0.825,37.4,36.9,34.6,34.1,34.1,34.0,34.2,34.1,34.4,0.580,1.013,1.431,1.777,2.528,1.769,2.655,0.036,0.069,0.020,0.025,0.031,1.718,2.562,4.281,6.017,35.0,37.4,24.0,40.0,0.304,0.352,3.392,3.392,12.091,1.016,0.304,3.408,3.232,0.216,1.040,5.112,1.032,1.784,1601,38,35,33.0,0.723,
4.11.2025,20:16:31.973,1.313,1.413,1.413,1.413,1.013,37.5,36.9,34.5,34.0,34.0,33.9,34.2,34.0,34.4,0.577,1.013,1.394,1.742,2.519,1.746,2.634,0.034,0.067,0.019,0.024,0.027,1.682,2.553,4.236,5.995,35.0,37.5,24.0,40.0,0.288,0.336,3.392,3.392,12.144,1.016,0.304,3.408,3.232,0.216,1.040,5.112,1.032,1.784,1603,38,34,33.0,0.723,
4.11.2025,20:17:31.980,0.825,0.825,0.825,0.825,0.825,37.8,37.2,34.8,34.4,34.4,34.5,34.4,34.3,34.9,0.619,1.014,1.419,2.121,2.574,2.120,2.925,0.081,0.136,0.117,0.035,0.037,2.219,2.614,4.833,6.211,35.0,37.8,24.0,40.0,0.672,0.352,3.392,3.392,12.144,1.016,0.304,3.408,3.232,0.216,1.032,5.112,1.032,1.784,1605,38,35,35.0,0.723,
4.11.2025,20:18:31.980,1.095,1.381,1.000,1.000,1.000,37.6,37.0,34.7,34.1,34.1,34.0,34.2,34.1,34.5,0.580,1.013,1.438,1.758,2.507,1.760,2.637,0.036,0.065,0.023,0.026,0.029,1.702,2.540,4.243,6.138,35.0,37.6,24.0,40.0,0.672,0.352,3.392,3.392,12.144,1.016,0.304,3.408,3.232,0.216,1.040,5.112,1.032,1.784,1605,38,34,33.0,0.723,
4.11.2025,20:19:31.970,1.095,1.381,1.000,1.000,1.000,37.6,37.0,34.7,34.1,34.1,34.0,34.2,34.1,34.5,0.580,1.013,1.438,1.758,2.507,1.760,2.637,0.036,0.065,0.023,0.026,0.029,1.702,2.540,4.243,6.138,35.0,37.1,24.0,40.0,0.752,0.336,3.392,3.392,12.144,1.016,0.304,3.408,3.232,0.216,1.040,5.112,1.032,1.784,1605,38,34,33.0,0.723,
4.11.2025,20:20:31.980,1.278,1.363,1.350,1.413,0.988,37.1,36.9,34.6,34.0,34.0,33.9,34.1,34.0,34.4,0.579,1.013,1.419,1.764,2.504,1.764,2.637,0.034,0.059,0.019,0.030,0.027,1.704,2.538,4.243,6.055,35.0,37.2,24.0,40.0,0.832,0.336,3.392,3.392,12.144,1.016,0.304,3.408,3.232,0.216,1.040,5.112,1.032,1.784,1599,38,34,33.0,0.723,
4.11.2025,20:21:31.980,1.277,1.356,1.375,1.375,1.000,37.2,36.8,34.6,34.0,33.9,33.9,34.1,34.0,34.4,0.570,1.013,1.431,1.722,2.497,1.726,2.609,0.032,0.049,0.023,0.029,0.028,1.665,2.531,4.196,5.996,35.0,37.4,24.0,40.0,0.320,0.336,3.392,3.392,12.144,1.016,0.304,3.408,3.232,0.216,1.040,5.112,1.032,1.784,1605,38,34,35.0,0.723,
4.11.2025,20:22:31.984,1.273,1.369,1.363,1.363,1.000,37.4,36.8,34.6,34.0,34.0,33.9,34.1,34.0,34.4,0.577,1.013,1.431,1.734,2.510,1.727,2.624,0.032,0.051,0.020,0.029,0.027,1.674,2.544,4.218,5.950,35.0,37.5,24.0,40.0,0.672,0.352,3.392,3.392,12.091,1.008,0.304,3.408,3.232,0.216,1.032,5.112,1.032,1.784,1601,38,35,33.0,0.723,
