Date,Time,Core VIDs (avg) [V],Core 0 VID [V],Core 1 VID [V],Core 2 VID [V],Core 3 VID [V],CPU (Tctl/Tdie) [°C],CPU SOC [°C],APU GFX [°C],Core Temperatures (avg) [°C],Core0 [°C],Core1 [°C],Core2 [°C],Core3 [°C],L3 Cache [°C],CPU Core Voltage (SVI2 TFN) [V],SoC Voltage (SVI2 TFN) [V],CPU Core VID (Effective) [V],CPU Core Current (SVI2 TFN) [A],SoC Current (SVI2 TFN) [A],CPU TDC [A],CPU Package Power [W],Core Powers (avg) [W],Core 0 Power [W],Core 1 Power [W],Core 2 Power [W],Core 3 Power [W],CPU Core Power (SVI2 TFN) [W],CPU SoC Power (SVI2 TFN) [W],Core+SoC Power (SVI2 TFN) [W],APU STAPM [W],Motherboard [°C],CPU [°C],AUXTIN2 [°C],CPU (PECI) [°C],Vcore [V],VIN1 [V],+3.3V (AVCC) [V],+3.3V (3VCC) [V],+12V [V],VCOREREFIN [V],VIN4 [V],3VSB [V],VBAT [V],VIN5 [V],VIN6 [V],+5V [V],VIN3 [V],VIN7 [V],CPU1 [RPM],Drive Airflow Temperature [°C],Drive Temperature [°C],GPU Temperature [°C],GPU Core Voltage (VDDCR_GFX) [V],Unnamed: 55
4.11.2025,20:23:31.998,1.205,1.387,1.013,1.406,1.013,37.5,36.8,34.5,34.0,33.9,33.9,34.1,34.0,34.3,0.580,1.013,1.431,1.762,2.508,1.762,2.637,0.034,0.061,0.018,0.025,0.032,1.699,2.542,4.240,5.945,35.0,37.4,24.0,40.0,0.384,0.352,3.392,3.392,12.144,1.016,0.304,3.408,3.232,0.216,1.040,5.112,1.032,1.784,1601,38,34,35.0,0.723,
4.11.2025,20:24:32.022,1.275,1.387,1.350,1.350,1.013,37.5,36.9,34.6,34.2,34.1,34.1,34.3,34.1,34.5,0.609,1.013,1.419,1.993,2.541,1.988,2.813,0.062,0.104,0.051,0.055,0.039,2.024,2.577,4.601,6.074,35.0,37.5,24.0,40.0,0.944,0.360,3.392,3.392,12.144,1.016,0.304,3.408,3.232,0.224,1.040,5.112,1.032,1.784,1601,38,34,33.0,0.723,
4.11.2025,20:25:32.031,1.178,1.363,1.375,0.988,0.988,37.5,36.9,34.6,34.1,34.1,34.0,34.2,34.0,34.4,0.583,1.013,1.419,1.801,2.502,1.815,2.662,0.042,0.080,0.029,0.027,0.031,1.759,2.536,4.295,6.143,35.0,37.5,24.0,40.0,0.992,0.352,3.392,3.392,12.144,1.016,0.304,3.408,3.232,0.224,1.040,5.112,1.032,1.784,1605,38,34,33.0,0.723,
4.11.2025,20:26:32.044,0.856,0.812,0.988,0.812,0.812,37.2,36.9,34.5,34.1,34.0,33.9,34.2,34.0,34.4,0.583,1.013,1.431,1.799,2.500,1.796,2.660,0.042,0.090,0.022,0.022,0.038,1.756,2.533,4.289,6.054,35.0,37.2,24.0,40.0,0.752,0.336,3.392,3.392,12.144,1.016,0.304,3.408,3.232,0.216,1.040,5.112,1.032,1.784,1607,38,34,33.0,0.723,
4.11.2025,20:27:32.043,0.816,0.825,0.812,0.812,0.812,37.2,36.9,34.5,34.0,34.0,33.9,34.2,34.0,34.4,0.583,1.013,1.431,1.799,2.500,1.796,2.660,0.043,0.090,0.022,0.022,0.038,1.756,2.533,4.289,6.054,35.0,37.4,24.0,40.0,0.896,0.352,3.392,3.392,12.144,1.016,0.304,3.408,3.232,0.216,1.040,5.112,1.032,1.784,1603,38,34,33.0,0.723,
4.11.2025,20:28:32.055,0.819,0.819,0.819,0.819,0.819,37.2,36.9,34.6,34.1,34.0,34.0,34.2,34.0,34.4,0.577,1.013,1.394,1.758,2.501,1.760,2.632,0.036,0.064,0.026,0.025,0.028,1.703,2.535,4.238,6.036,35.0,37.5,24.0,40.0,0.400,0.336,3.392,3.392,12.144,1.016,0.304,3.408,3.232,0.224,1.040,5.112,1.032,1.784,1607,38,35,32.0,0.723,
4.11.2025,20:29:32.057,0.819,0.988,0.825,0.825,0.825,37.5,36.9,34.6,34.1,34.1,34.0,34.2,34.1,34.4,0.580,1.013,1.438,1.767,2.499,1.766,2.636,0.034,0.057,0.023,0.026,0.029,1.707,2.533,4.240,5.987,35.0,37.6,24.0,40.0,0.224,0.336,3.392,3.392,12.091,1.016,0.304,3.408,3.232,0.216,1.040,5.112,1.032,1.784,1601,38,34,33.0,0.723,
4.11.2025,20:30:32.065,0.866,1.000,0.812,0.812,0.812,37.6,36.9,34.6,34.0,34.0,33.9,34.2,34.0,34.4,0.577,1.013,1.425,1.759,2.508,1.757,2.635,0.033,0.049,0.022,0.029,0.031,1.701,2.542,4.244,5.967,35.0,37.5,24.0,40.0,0.496,0.352,3.392,3.392,12.091,1.016,0.304,3.408,3.232,0.216,1.032,5.112,1.032,1.784,1603,38,34,32.0,0.723,
4.11.2025,20:31:32.088,0.812,0.812,0.812,0.812,0.812,37.4,36.9,34.6,34.1,34.0,33.9,34.1,34.0,34.4,0.578,1.013,1.413,1.750,2.498,1.750,2.627,0.040,0.063,0.021,0.028,0.026,1.694,2.532,4.226,5.981,35.0,37.5,24.0,40.0,0.704,0.336,3.392,3.392,12.144,1.016,0.304,3.408,3.232,0.216,1.040,5.112,1.032,1.784,1603,38,34,33.0,0.723,
4.11.2025,20:32:32.082,0.812,0.812,0.812,0.812,0.812,37.4,36.9,34.6,34.0,34.0,33.9,34.1,34.0,34.4,0.578,1.013,1.413,1.750,2.498,1.750,2.627,0.035,0.063,0.021,0.028,0.026,1.694,2.532,4.226,5.981,35.0,39.9,24.0,40.0,0.496,0.352,3.392,3.392,12.144,1.016,0.304,3.408,3.232,0.216,1.040,5.112,1.032,1.784,1605,38,34,35.0,0.723,
4.11.2025,20:33:32.091,0.812,0.812,0.812,0.812,0.812,39.0,36.8,34.6,34.0,34.0,33.9,34.1,34.0,34.4,0.585,1.013,1.431,1.798,2.509,1.798,2.661,0.035,0.053,0.025,0.025,0.035,1.749,2.543,4.292,5.974,35.0,37.5,24.0,40.0,0.656,0.336,3.392,3.392,12.144,1.016,0.304,3.408,3.232,0.216,1.040,5.112,1.032,1.784,1605,38,34,33.0,0.723,
4.11.2025,20:34:32.093,1.269,1.363,1.363,1.350,1.000,37.6,37.0,34.6,34.1,34.1,34.0,34.3,34.1,34.5,0.588,1.013,1.381,1.812,2.502,1.809,2.666,0.035,0.054,0.022,0.031,0.032,1.762,2.536,4.298,6.117,35.0,37.6,24.0,40.0,0.960,0.352,3.392,3.392,12.144,1.016,0.304,3.408,3.232,0.216,1.040,5.112,1.032,1.784,1603,38,34,33.0,0.723,
4.11.2025,20:35:32.101,1.291,1.375,1.387,1.013,1.387,37.6,37.1,34.7,34.4,34.3,34.3,34.6,34.4,34.8,0.619,1.013,1.419,2.126,2.547,2.126,2.909,0.079,0.098,0.055,0.087,0.076,2.227,2.581,4.808,6.167,35.0,37.6,24.0,40.0,0.704,0.336,3.392,3.392,12.144,1.016,0.304,3.408,3.232,0.216,1.040,5.112,1.032,1.784,1603,38,35,33.0,0.723,
4.11.2025,20:36:32.105,1.180,1.363,1.356,1.000,1.000,37.6,37.0,34.7,34.1,34.1,34.0,34.2,34.1,34.6,0.574,1.013,1.419,1.730,2.503,1.741,2.619,0.035,0.069,0.022,0.018,0.031,1.673,2.537,4.210,6.222,35.0,37.6,24.0,40.0,0.480,0.336,3.392,3.392,12.144,1.016,0.304,3.408,3.232,0.216,1.040,5.112,1.032,1.784,1601,38,34,33.0,0.723,
4.11.2025,20:37:32.099,1.180,1.363,1.356,1.000,1.000,37.6,37.0,34.7,34.1,34.1,34.0,34.2,34.1,34.6,0.574,1.013,1.419,1.730,2.503,1.741,2.619,0.035,0.069,0.022,0.018,0.031,1.673,2.537,4.210,6.222,35.0,37.4,24.0,40.0,0.288,0.336,3.392,3.392,12.144,1.008,0.304,3.408,3.232,0.216,1.040,5.112,1.032,1.784,1601,38,35,32.0,0.723,
4.11.2025,20:38:32.107,1.300,1.375,1.413,1.413,1.000,37.4,36.9,34.6,34.0,34.0,33.9,34.1,34.0,34.4,0.581,1.013,1.431,1.764,2.508,1.759,2.640,0.035,0.072,0.025,0.020,0.025,1.706,2.542,4.248,6.097,35.0,37.2,24.0,40.0,0.224,0.336,3.392,3.392,12.144,1.016,0.304,3.408,3.232,0.216,1.040,5.112,1.032,1.784,1599,38,35,32.0,0.723,
4.11.2025,20:39:32.100,1.262,1.375,1.337,1.337,1.000,37.2,36.8,34.6,33.9,33.9,33.8,34.1,33.9,34.4,0.575,1.013,1.438,1.733,2.502,1.734,2.618,0.033,0.056,0.019,0.030,0.026,1.673,2.536,4.208,6.021,35.0,37.8,24.0,40.0,0.768,0.336,3.392,3.392,12.144,1.016,0.304,3.408,3.232,0.216,1.040,5.112,1.032,1.784,1601,38,34,32.0,0.723,
4.11.2025,20:40:32.104,1.391,1.419,1.375,1.419,1.350,37.8,37.0,34.7,34.2,34.1,34.1,34.3,34.2,34.7,0.609,1.013,1.394,2.043,2.542,2.040,2.853,0.071,0.090,0.059,0.073,0.065,2.113,2.578,4.691,6.101,35.0,37.5,24.0,40.0,0.992,0.352,3.392,3.392,12.144,1.016,0.304,3.408,3.232,0.216,1.040,5.112,1.032,1.784,1603,38,34,35.0,0.723,
4.11.2025,20:41:32.119,1.383,1.350,1.413,1.413,1.356,37.5,36.9,34.6,34.0,34.0,33.9,34.1,34.0,34.5,0.580,1.013,1.413,1.761,2.508,1.760,2.642,0.036,0.066,0.021,0.031,0.029,1.709,2.542,4.251,6.120,35.0,37.4,24.0,40.0,0.208,0.336,3.392,3.392,12.144,1.016,0.304,3.408,3.232,0.216,1.040,5.112,1.032,1.784,1605,38,34,33.0,0.723,
4.11.2025,20:42:32.120,1.278,1.387,1.363,1.363,1.000,37.4,36.8,34.6,33.9,33.9,33.8,34.0,33.9,34.4,0.570,1.013,1.387,1.712,2.498,1.724,2.603,0.034,0.064,0.016,0.025,0.030,1.653,2.532,4.185,6.028,35.0,37.1,24.0,40.0,0.256,0.336,3.392,3.392,12.144,1.008,0.304,3.408,3.232,0.216,1.040,5.112,1.032,1.784,1603,38,34,33.0,0.723,
4.11.2025,20:43:32.114,1.203,1.400,1.013,1.387,1.013,37.1,36.7,34.5,33.8,33.8,33.8,34.0,33.9,34.4,0.575,1.013,1.425,1.744,2.500,1.739,2.620,0.032,0.055,0.024,0.027,0.024,1.679,2.533,4.212,5.964,35.0,37.1,24.0,40.0,0.928,0.352,3.392,3.392,12.091,1.016,0.304,3.408,3.232,0.216,1.032,5.112,1.032,1.784,1605,38,34,32.0,0.723,
4.11.2025,20:44:32.115,1.281,1.387,0.988,1.375,1.375,37.1,36.7,34.5,33.9,33.8,33.8,34.0,33.9,34.4,0.586,1.013,1.431,1.810,2.509,1.804,2.672,0.039,0.058,0.029,0.034,0.033,1.773,2.543,4.315,5.965,35.0,37.2,24.0,40.0,0.640,0.352,3.392,3.392,12.091,1.016,0.304,3.408,3.232,0.216,1.040,5.112,1.032,1.784,1603,38,34,32.0,0.723,
4.11.2025,20:45:32.123,1.238,1.413,1.013,1.413,1.113,37.2,36.8,34.6,33.9,33.9,33.8,34.0,33.9,34.4,0.584,1.013,1.413,1.789,2.510,1.787,2.655,0.035,0.058,0.021,0.030,0.030,1.732,2.544,4.276,5.987,35.0,37.2,24.0,40.0,0.224,0.336,3.392,3.392,12.144,1.008,0.304,3.408,3.232,0.216,1.040,5.112,1.032,1.784,1603,38,34,33.0,0.723,
4.11.2025,20:46:32.128,1.202,1.400,1.013,1.013,1.381,37.2,36.7,34.5,33.9,33.9,33.8,34.0,33.9,34.4,0.582,1.013,1.431,1.765,2.505,1.766,2.640,0.035,0.069,0.023,0.024,0.025,1.707,2.539,4.246,5.985,35.0,37.2,24.0,40.0,1.184,0.360,3.392,3.392,12.144,1.016,0.304,3.408,3.232,0.216,1.040,5.112,1.032,1.784,1603,38,34,32.0,0.723,
4.11.2025,20:47:32.137,1.283,1.375,1.006,1.375,1.375,37.2,36.8,34.5,33.9,33.9,33.8,34.0,33.9,34.3,0.572,1.013,1.419,1.730,2.492,1.726,2.610,0.033,0.058,0.021,0.027,0.026,1.668,2.525,4.194,5.943,35.0,37.2,24.0,40.0,0.736,0.352,3.392,3.392,12.144,1.016,0.304,3.408,3.232,0.216,1.040,5.112,1.032,1.784,1605,38,34,32.0,0.723,
4.11.2025,20:48:32.131,1.122,1.413,1.025,1.025,1.025,37.2,36.8,34.5,33.9,33.9,33.8,34.0,33.9,34.4,0.572,1.013,1.419,1.721,2.496,1.734,2.607,0.033,0.064,0.020,0.023,0.027,1.659,2.530,4.189,5.930,35.0,37.4,24.0,40.0,0.720,0.352,3.392,3.392,12.144,1.016,0.304,3.408,3.232,0.224,1.040,5.112,1.032,1.784,1607,38,34,35.0,0.723,
4.11.2025,20:49:32.142,1.175,1.375,0.988,1.350,0.988,37.4,36.8,34.5,33.9,33.9,33.8,34.1,33.9,34.3,0.584,1.013,1.419,1.787,2.510,1.779,2.655,0.035,0.060,0.023,0.029,0.029,1.733,2.544,4.278,5.933,35.0,37.5,24.0,40.0,0.896,0.352,3.392,3.392,12.144,1.016,0.304,3.408,3.232,0.216,1.040,5.112,1.032,1.784,1603,38,34,35.0,0.723,
4.11.2025,20:50:32.161,1.081,1.363,0.988,0.988,0.988,37.5,36.8,34.5,34.0,33.9,33.9,34.1,34.0,34.4,0.588,1.013,1.419,1.800,2.520,1.801,2.669,0.036,0.064,0.023,0.028,0.028,1.746,2.554,4.300,5.969,35.0,37.5,24.0,40.0,0.336,0.336,3.392,3.392,12.144,1.016,0.304,3.408,3.232,0.216,1.040,5.112,1.032,1.784,1599,38,34,33.0,0.723,
4.11.2025,20:51:32.160,1.300,1.363,1.413,1.413,1.013,37.5,36.8,34.5,34.0,33.9,33.9,34.1,34.0,34.4,0.580,1.013,1.413,1.768,2.514,1.771,2.643,0.034,0.058,0.024,0.026,0.028,1.710,2.548,4.258,5.978,35.0,37.5,24.0,40.0,0.688,0.336,3.392,3.392,12.091,1.008,0.304,3.408,3.232,0.216,1.040,5.112,1.032,1.784,1603,38,34,33.0,0.723,
4.11.2025,20:52:32.157,1.278,1.375,1.363,1.363,1.013,37.5,36.7,34.4,34.0,34.0,33.9,34.1,33.9,34.2,0.576,1.013,1.413,1.749,2.512,1.746,2.630,0.032,0.053,0.024,0.028,0.023,1.685,2.546,4.231,5.957,35.0,37.6,24.0,40.0,0.240,0.336,3.392,3.392,12.144,1.016,0.304,3.408,3.232,0.216,1.040,5.112,1.032,1.784,1603,38,34,34.0,0.723,
4.11.2025,20:53:32.171,1.275,1.363,1.363,1.363,1.013,37.6,36.8,34.5,34.0,34.0,33.9,34.1,33.9,34.2,0.567,1.013,1.387,1.709,2.511,1.725,2.605,0.033,0.059,0.019,0.024,0.029,1.646,2.545,4.191,5.931,35.0,37.5,24.0,40.0,0.624,0.336,3.392,3.392,12.144,1.016,0.304,3.408,3.232,0.216,1.040,5.112,1.032,1.784,1599,38,34,32.0,0.723,
4.11.2025,20:54:32.193,0.953,0.812,1.000,1.000,1.000,37.5,36.8,34.5,34.0,34.0,33.9,34.2,34.0,34.3,0.590,1.013,1.438,1.849,2.520,1.837,2.700,0.043,0.067,0.032,0.036,0.035,1.814,2.554,4.367,5.953,35.0,37.4,24.0,40.0,0.816,0.352,3.392,3.392,12.144,1.016,0.304,3.408,3.232,0.216,1.032,5.112,1.032,1.784,1601,38,34,33.0,0.723,
4.11.2025,20:55:32.205,0.952,0.825,0.825,0.825,1.331,37.4,36.9,34.5,34.1,34.1,34.0,34.2,34.0,34.4,0.599,1.013,1.431,1.897,2.540,1.894,2.747,0.049,0.093,0.042,0.032,0.029,1.885,2.576,4.462,6.028,35.0,37.8,24.0,40.0,0.944,0.352,3.392,3.392,12.091,1.008,0.304,3.408,3.232,0.216,1.032,5.112,1.032,1.784,1603,38,34,34.0,0.723,
4.11.2025,20:56:32.214,1.009,1.000,1.013,1.013,1.013,37.8,37.1,34.7,34.4,34.4,34.3,34.6,34.3,34.8,0.622,1.014,1.419,2.153,2.582,2.154,2.949,0.083,0.125,0.079,0.084,0.045,2.262,2.622,4.884,6.277,35.0,37.5,24.0,40.0,1.024,0.352,3.392,3.392,12.144,1.008,0.304,3.408,3.232,0.216,1.032,5.112,1.032,1.784,1599,38,34,33.0,0.723,
4.11.2025,20:57:32.220,1.013,1.013,1.013,1.013,1.013,37.5,36.9,34.6,34.1,34.1,34.0,34.2,34.1,34.4,0.581,1.013,1.431,1.766,2.517,1.768,2.645,0.033,0.056,0.022,0.029,0.026,1.706,2.551,4.257,6.234,35.0,37.4,24.0,40.0,0.576,0.352,3.392,3.392,12.091,1.016,0.304,3.408,3.232,0.216,1.040,5.112,1.032,1.784,1603,38,34,32.0,0.723,
4.11.2025,20:58:32.239,0.856,0.825,0.800,0.800,0.800,37.4,36.9,34.5,34.1,34.1,34.0,34.2,34.0,34.4,0.583,1.013,1.431,1.795,2.517,1.800,2.662,0.037,0.057,0.026,0.028,0.037,1.744,2.551,4.295,6.119,35.0,37.4,24.0,40.0,0.320,0.336,3.392,3.392,12.091,1.024,0.304,3.408,3.232,0.216,1.040,5.112,1.032,1.784,1603,38,34,33.0,0.723,
4.11.2025,20:59:32.260,0.869,1.000,0.825,0.825,0.825,37.4,36.8,34.5,34.0,34.0,33.9,34.1,34.0,34.3,0.578,1.013,1.425,1.756,2.504,1.756,2.633,0.035,0.066,0.023,0.024,0.029,1.699,2.538,4.236,6.027,35.0,37.4,24.0,40.0,0.560,0.368,3.392,3.392,12.144,1.008,0.304,3.408,3.232,0.216,1.040,5.112,1.032,1.784,1605,38,34,33.0,0.723,
4.11.2025,21:0:32.268,0.856,0.988,0.812,0.812,0.812,37.4,36.8,34.4,34.0,34.0,33.9,34.2,33.9,34.3,0.585,1.013,1.431,1.804,2.517,1.802,2.670,0.035,0.070,0.021,0.032,0.032,1.758,2.551,4.310,6.004,35.0,37.4,24.0,40.0,0.304,0.336,3.392,3.392,12.091,1.008,0.304,3.408,3.232,0.216,1.040,5.112,1.032,1.784,1601,38,34,33.0,0.723,
4.11.2025,21:1:32.283,0.988,0.988,0.988,0.988,0.988,37.4,36.8,34.4,34.0,34.0,33.9,34.1,33.9,34.3,0.581,1.013,1.350,1.766,2.516,1.767,2.646,0.034,0.057,0.022,0.026,0.029,1.711,2.550,4.261,5.999,35.0,37.4,24.0,40.0,0.672,0.336,3.392,3.392,12.144,1.008,0.304,3.408,3.232,0.216,1.040,5.112,1.032,1.784,1605,38,34,32.0,0.723,
4.11.2025,21:2:32.304,0.998,1.000,1.000,1.000,0.994,37.4,36.8,34.4,34.0,34.0,33.9,34.1,33.9,34.3,0.587,1.013,1.131,1.796,2.518,1.795,2.664,0.037,0.076,0.022,0.024,0.024,1.737,2.552,4.289,5.992,35.0,37.4,24.0,40.0,0.480,0.336,3.392,3.392,12.091,1.008,0.304,3.408,3.232,0.216,1.040,5.112,1.032,1.784,1605,38,34,34.0,0.723,
4.11.2025,21:3:32.300,1.000,1.000,1.000,1.000,1.000,37.2,36.8,34.4,34.0,34.0,33.9,34.1,34.0,34.3,0.590,1.013,1.363,1.838,2.521,1.844,2.695,0.042,0.070,0.031,0.033,0.034,1.805,2.555,4.360,6.009,35.0,37.2,24.0,40.0,0.768,0.336,3.392,3.392,12.091,1.008,0.304,3.408,3.232,0.224,1.032,5.112,1.032,1.784,1601,38,35,32.0,0.723,
4.11.2025,21:4:32.307,0.808,0.812,0.806,0.806,0.806,37.4,36.7,34.4,34.0,34.0,34.0,34.1,33.9,34.2,0.580,1.013,1.400,1.760,2.500,1.754,2.635,0.033,0.050,0.022,0.027,0.032,1.705,2.534,4.239,6.030,35.0,37.4,24.0,40.0,0.592,0.328,3.392,3.392,12.091,1.016,0.304,3.408,3.232,0.216,1.040,5.112,1.032,1.784,1601,38,34,33.0,0.723,
4.11.2025,21:5:32.311,0.988,0.988,0.988,0.988,0.988,37.5,36.7,34.4,34.0,34.0,33.9,34.2,33.9,34.2,0.585,1.013,1.363,1.782,2.509,1.778,2.652,0.035,0.064,0.022,0.030,0.024,1.726,2.543,4.269,5.993,35.0,37.5,24.0,40.0,0.304,0.328,3.392,3.392,12.144,1.008,0.304,3.408,3.232,0.216,1.032,5.112,1.032,1.784,1605,38,34,33.0,0.723,
4.11.2025,21:6:32.331,0.952,0.988,0.819,1.000,1.000,37.5,36.7,34.4,34.0,34.0,33.9,34.1,33.9,34.2,0.575,1.013,1.375,1.729,2.500,1.735,2.615,0.033,0.063,0.020,0.026,0.025,1.668,2.534,4.201,5.964,35.0,37.5,24.0,40.0,0.272,0.352,3.392,3.392,12.144,1.008,0.304,3.408,3.232,0.216,1.032,5.112,1.032,1.784,1605,38,34,32.0,0.723,
4.11.2025,21:7:32.333,0.859,1.000,0.812,0.812,0.812,37.5,36.7,34.4,34.0,33.9,33.9,34.1,33.9,34.2,0.576,1.013,1.381,1.739,2.504,1.739,2.624,0.033,0.054,0.019,0.026,0.031,1.681,2.538,4.219,5.941,35.0,37.5,24.0,40.0,0.400,0.352,3.392,3.392,12.091,1.008,0.304,3.408,3.232,0.216,1.032,5.112,1.032,1.784,1601,38,34,32.0,0.723,
4.11.2025,21:8:32.343,0.811,0.812,0.812,0.812,0.806,37.4,36.7,34.4,33.9,34.0,33.9,34.1,33.9,34.2,0.575,1.013,1.356,1.730,2.503,1.735,2.618,0.035,0.072,0.021,0.020,0.027,1.670,2.537,4.207,5.927,35.0,37.4,24.0,40.0,0.592,0.352,3.392,3.392,12.144,1.016,0.304,3.408,3.232,0.216,1.032,5.112,1.032,1.784,1599,38,34,33.0,0.723,
4.11.2025,21:9:32.357,0.809,0.800,0.812,0.812,0.812,37.5,36.8,34.5,34.1,34.0,33.9,34.2,34.0,34.3,0.585,1.013,1.363,1.820,2.522,1.819,2.693,0.045,0.068,0.020,0.044,0.047,1.806,2.558,4.364,5.935,35.0,37.5,24.0,40.0,0.848,0.352,3.392,3.392,12.144,1.016,0.304,3.408,3.232,0.216,1.032,5.112,1.032,1.784,1601,38,34,32.0,0.723,
4.11.2025,21:10:32.353,0.869,1.000,0.825,0.825,0.825,37.5,36.8,34.4,34.0,34.0,33.9,34.1,34.0,34.3,0.580,1.013,1.406,1.774,2.508,1.773,2.647,0.036,0.060,0.024,0.025,0.034,1.721,2.542,4.263,6.006,35.0,37.5,24.0,40.0,0.336,0.352,3.392,3.392,12.144,1.016,0.304,3.408,3.232,0.216,1.040,5.112,1.032,1.784,1605,38,34,33.0,0.723,
4.11.2025,21:11:32.366,0.812,0.812,0.812,0.812,0.812,37.4,36.8,34.4,34.0,34.0,33.9,34.1,33.9,34.2,0.583,1.013,1.387,1.785,2.512,1.782,2.651,0.034,0.057,0.021,0.029,0.028,1.723,2.545,4.268,5.980,35.0,37.4,24.0,40.0,0.320,0.336,3.392,3.392,12.144,1.016,0.304,3.408,3.232,0.216,1.040,5.112,1.032,1.784,1603,38,34,32.0,0.723,
4.11.2025,21:12:32.377,0.872,0.825,0.825,0.825,1.013,37.5,36.7,34.4,33.9,33.9,33.8,34.1,33.9,34.2,0.577,1.013,1.350,1.749,2.500,1.753,2.626,0.033,0.056,0.021,0.025,0.028,1.689,2.534,4.223,5.961,35.0,37.5,24.0,40.0,0.464,0.336,3.392,3.392,12.091,1.008,0.304,3.408,3.232,0.216,1.032,5.112,1.032,1.784,1603,38,34,32.0,0.723,
4.11.2025,21:13:32.389,0.816,0.812,0.825,0.825,0.800,37.5,36.8,34.5,34.0,34.0,34.0,34.2,34.0,34.3,0.588,1.013,1.375,1.814,2.513,1.813,2.676,0.039,0.068,0.027,0.030,0.033,1.772,2.547,4.319,5.959,35.0,37.5,24.0,40.0,0.304,0.352,3.392,3.392,12.091,1.016,0.304,3.408,3.232,0.216,1.040,5.112,1.032,1.784,1601,38,34,32.0,0.723,
4.11.2025,21:14:32.396,0.856,0.988,0.812,0.812,0.812,37.2,36.8,34.4,33.9,33.9,33.8,34.0,33.9,34.3,0.574,1.013,1.369,1.728,2.506,1.734,2.619,0.035,0.072,0.022,0.023,0.025,1.671,2.540,4.211,5.976,35.0,37.2,24.0,40.0,0.592,0.344,3.392,3.392,12.091,1.008,0.304,3.408,3.232,0.216,1.040,5.112,1.032,1.784,1603,38,34,34.0,0.723,
4.11.2025,21:15:32.403,0.803,0.812,0.800,0.800,0.800,37.5,36.7,34.3,33.9,33.9,33.8,34.0,33.8,34.2,0.590,1.013,1.375,1.806,2.513,1.795,2.668,0.036,0.068,0.024,0.025,0.026,1.748,2.547,4.295,5.978,35.0,37.5,24.0,40.0,0.992,0.352,3.392,3.392,12.091,1.008,0.304,3.408,3.232,0.216,1.040,5.112,1.032,1.784,1599,38,34,32.0,0.723,
4.11.2025,21:16:32.398,0.808,0.812,0.806,0.806,0.806,37.2,36.7,34.3,33.9,33.9,33.7,34.0,33.8,34.1,0.580,1.013,1.325,1.752,2.505,1.760,2.632,0.033,0.062,0.019,0.024,0.029,1.691,2.539,4.230,5.978,35.0,37.2,24.0,40.0,0.992,0.352,3.392,3.392,12.091,1.008,0.304,3.408,3.232,0.216,1.040,5.112,1.032,1.784,1601,38,34,32.0,0.723,
4.11.2025,21:17:32.393,0.812,0.812,0.812,0.812,0.812,37.1,36.7,34.3,33.8,33.8,33.8,34.0,33.8,34.2,0.578,1.013,1.381,1.751,2.501,1.753,2.627,0.033,0.057,0.024,0.022,0.029,1.690,2.535,4.225,5.965,35.0,37.2,24.0,40.0,0.368,0.328,3.392,3.392,12.144,1.016,0.304,3.408,3.232,0.216,1.040,5.112,1.032,1.784,1605,38,34,35.0,0.723,
4.11.2025,21:18:32.410,0.859,1.000,0.812,0.812,0.812,37.4,36.7,34.3,33.9,33.9,33.8,34.0,33.9,34.2,0.587,1.013,1.406,1.799,2.516,1.794,2.666,0.037,0.071,0.022,0.024,0.030,1.743,2.550,4.293,5.951,34.0,37.4,24.0,40.0,1.136,0.352,3.392,3.392,12.091,1.008,0.304,3.408,3.232,0.216,1.032,5.112,1.032,1.784,1603,38,34,32.0,0.723,
4.11.2025,21:19:32.425,1.113,1.238,0.988,0.988,1.238,37.4,36.7,34.3,33.9,33.9,33.8,34.0,33.8,34.1,0.579,1.013,1.369,1.757,2.511,1.771,2.638,0.035,0.063,0.019,0.024,0.035,1.702,2.545,4.247,5.980,35.0,37.4,24.0,40.0,0.304,0.328,3.392,3.392,12.144,1.016,0.304,3.408,3.232,0.216,1.040,5.112,1.032,1.784,1603,38,34,32.0,0.723,
4.11.2025,21:20:32.443,0.812,0.812,0.812,0.812,0.812,37.4,36.7,34.4,33.9,33.9,33.8,34.0,33.9,34.1,0.584,1.013,1.400,1.783,2.518,1.770,2.655,0.035,0.068,0.022,0.019,0.030,1.721,2.551,4.272,5.976,34.0,37.4,24.0,40.0,0.352,0.352,3.392,3.392,12.091,1.016,0.304,3.408,3.232,0.216,1.032,5.112,1.032,1.784,1599,38,34,35.0,0.723,
4.11.2025,21:21:32.451,1.050,1.050,1.050,1.050,1.050,37.4,36.7,34.4,33.9,33.9,33.8,34.1,33.8,34.1,0.578,1.013,1.375,1.747,2.504,1.750,2.629,0.034,0.060,0.019,0.024,0.030,1.689,2.538,4.227,5.966,35.0,37.4,24.0,40.0,0.288,0.336,3.392,3.392,12.144,1.008,0.304,3.408,3.232,0.216,1.032,5.112,1.032,1.784,1601,38,34,34.0,0.723,
